연도,구,평균시세
2023,강남구,183379.26
2023,강동구,75582.99
2023,강북구,36304.43
2023,강서구,42398.42
2023,관악구,48166.53
2023,광진구,70907.76
2023,구로구,45047.45
2023,금천구,36526.29
2023,노원구,54745.57
2023,도봉구,38404.31
2023,동대문구,62208.12
2023,동작구,74552.19
2023,마포구,79957.8
2023,서대문구,63608.19
2023,서초구,160856.24
2023,성동구,110355.43
2023,성북구,63766.02
2023,송파구,113055.14
2023,양천구,78729.34
2023,영등포구,76683.88
2023,용산구,152903.78
2023,은평구,49665.98
2023,종로구,75491.21
2023,중구,74966.33
2023,중랑구,44171.47
