연도,구,평균시세
2019,강남구,143889.9
2019,강동구,62655.49
2019,강북구,33046.43
2019,강서구,38816.67
2019,관악구,44822.54
2019,광진구,60277.51
2019,구로구,39783.81
2019,금천구,33970.65
2019,노원구,40733.09
2019,도봉구,32831.17
2019,동대문구,49127.93
2019,동작구,69646.06
2019,마포구,66615.38
2019,서대문구,54135.35
2019,서초구,126899.33
2019,성동구,90061.33
2019,성북구,48903.28
2019,송파구,90478.4
2019,양천구,59241.52
2019,영등포구,62938.89
2019,용산구,103295.89
2019,은평구,36875.3
2019,종로구,59949.83
2019,중구,70037.88
2019,중랑구,40659.22
