연도,구,평균시세
2018,강남구,121930.38
2018,강동구,54982.19
2018,강북구,33414.57
2018,강서구,39082.99
2018,관악구,44613.52
2018,광진구,60429.76
2018,구로구,37000.14
2018,금천구,35348.17
2018,노원구,36986.37
2018,도봉구,32051.74
2018,동대문구,44875.26
2018,동작구,59176.01
2018,마포구,61159.02
2018,서대문구,48951.01
2018,서초구,111273.05
2018,성동구,75798.53
2018,성북구,44501.03
2018,송파구,73073.57
2018,양천구,50395.92
2018,영등포구,56267.3
2018,용산구,92831.47
2018,은평구,36035.99
2018,종로구,56946.42
2018,중구,60575.44
2018,중랑구,40356.43
