연도,구,평균시세
2015,강남구,82473.52
2015,강동구,42617.49
2015,강북구,27129.07
2015,강서구,30024.0
2015,관악구,33197.21
2015,광진구,47055.65
2015,구로구,29342.65
2015,금천구,28704.35
2015,노원구,27850.11
2015,도봉구,25205.88
2015,동대문구,34024.76
2015,동작구,41794.39
2015,마포구,45734.22
2015,서대문구,36983.62
2015,서초구,80902.98
2015,성동구,50748.1
2015,성북구,36652.83
2015,송파구,55043.88
2015,양천구,39117.82
2015,영등포구,39259.21
2015,용산구,66976.41
2015,은평구,26952.02
2015,종로구,45889.04
2015,중구,51321.5
2015,중랑구,31345.98
