연도,구,평균시세
2022,강남구,123693.29
2022,강동구,51011.04
2022,강북구,32732.9
2022,강서구,31981.76
2022,관악구,45166.59
2022,광진구,64387.19
2022,구로구,33966.26
2022,금천구,34412.44
2022,노원구,50256.7
2022,도봉구,32363.78
2022,동대문구,50665.29
2022,동작구,58904.87
2022,마포구,60952.38
2022,서대문구,51776.22
2022,서초구,111785.49
2022,성동구,121037.24
2022,성북구,57740.79
2022,송파구,64463.45
2022,양천구,44156.4
2022,영등포구,49945.42
2022,용산구,162619.32
2022,은평구,37859.63
2022,종로구,61247.19
2022,중구,51550.52
2022,중랑구,43718.43
