연도,구,평균시세
2017,강남구,107681.4
2017,강동구,52225.15
2017,강북구,30677.4
2017,강서구,35329.01
2017,관악구,39075.0
2017,광진구,51554.08
2017,구로구,33254.13
2017,금천구,32741.64
2017,노원구,32679.3
2017,도봉구,29061.44
2017,동대문구,40173.64
2017,동작구,53450.51
2017,마포구,54740.62
2017,서대문구,42944.98
2017,서초구,98583.56
2017,성동구,64411.95
2017,성북구,42141.93
2017,송파구,67135.44
2017,양천구,46334.0
2017,영등포구,49557.55
2017,용산구,86218.03
2017,은평구,31766.54
2017,종로구,49647.62
2017,중구,56012.76
2017,중랑구,35477.6
