연도,구,평균시세
2016,강남구,91781.58
2016,강동구,45984.79
2016,강북구,28780.43
2016,강서구,33971.46
2016,관악구,35386.03
2016,광진구,48536.95
2016,구로구,31456.43
2016,금천구,32443.34
2016,노원구,30273.64
2016,도봉구,27189.44
2016,동대문구,37509.32
2016,동작구,49415.16
2016,마포구,48875.11
2016,서대문구,40447.37
2016,서초구,89567.38
2016,성동구,56363.62
2016,성북구,39197.76
2016,송파구,60960.25
2016,양천구,41819.74
2016,영등포구,43989.72
2016,용산구,78298.5
2016,은평구,30016.82
2016,종로구,49032.26
2016,중구,53505.75
2016,중랑구,34119.02
