년도,구,동(호)수,면적 (천㎡)
2019,강남구,15398,2010
2019,강동구,14017,1050
2019,강북구,5337,450
2019,강서구,17759,1156
2019,관악구,8998,784
2019,광진구,9580,817
2019,구로구,13184,806
2019,금천구,13369,1349
2019,노원구,11568,827
2019,도봉구,6125,506
2019,동대문구,15787,1147
2019,동작구,8821,723
2019,마포구,10127,883
2019,서대문구,11007,820
2019,서초구,13601,1367
2019,성동구,7941,724
2019,성북구,15551,1157
2019,송파구,19909,1832
2019,양천구,10347,838
2019,영등포구,14742,1557
2019,용산구,6765,640
2019,은평구,15448,1113
2019,종로구,4830,530
2019,중구,6402,787
2019,중랑구,8468,667
