"소재지(시군구)별(1)",소재지(시군구)별(2),2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
"소재지(시군구)별(1)",소재지(시군구)별(2),계,계,기존시가지의 정비,기존시가지의 정비,기존시가지의 관리,기존시가지의 관리,기존시가지의 보전,기존시가지의 보전,신시가지의 개발,신시가지의 개발,복합용도개발,복합용도개발,유휴토지 및 이전적지개발,유휴토지 및 이전적지개발,비시가지 관리개발,비시가지 관리개발,용도지구대체,용도지구대체,복합구역,복합구역,주거형,주거형,산업유통형,산업유통형,관광휴양형,관광휴양형,특정,특정,복합형,복합형,용도지구대체형 ,용도지구대체형 
"소재지(시군구)별(1)",소재지(시군구)별(2),구역수 (개),면적 (㎡),구역수 (개),면적 (㎡),구역수 (개),면적 (㎡),구역수 (개),면적 (㎡),구역수 (개),면적 (㎡),구역수 (개),면적 (㎡),구역수 (개),면적 (㎡),구역수 (개),면적 (㎡),구역수 (개),면적 (㎡),구역수 (개),면적 (㎡),구역수 (개),면적 (㎡),구역수 (개),면적 (㎡),구역수 (개),면적 (㎡),구역수 (개),면적 (㎡),구역수 (개),면적 (㎡),구역수 (개),면적 (㎡)
"전국",소계,11583,3219006927,3660,484241421,1504,224414577,263,33776813,1883,1407173604,36,12959989,36,12141514,74,5645339,-,-,155,51733393,1432,185061395,1556,299495854,709,416805440,197,46099178,53,35393788,25,4064622
"서울특별시",소계,431,106067071,317,61778083,87,24234965,14,11578541,7,6483259,1,83503,2,84451,1,89794,-,-,2,1734475,-,-,-,-,-,-,-,-,-,-,-,-
"서울특별시",종로구,28,6198122,7,748857,20,5329815,1,119450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"서울특별시",중구,14,3404441,14,3404441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"서울특별시",용산구,9,5545378,9,5545378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"서울특별시",성동구,22,2175500,9,212384,10,1803097,0,0,0,0,1,83503,1,5693,0,0,0,0,1,70823,0,0,0,0,0,0,0,0,0,0,0,0
"서울특별시",광진구,13,1956704,1,37700,12,1919004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
