구,원자료,전기대비증감률
강남구,92.49166666666667,0.165
강동구,92.69083333333333,0.026666666666666655
강북구,93.4375,0.10166666666666667
강서구,94.69333333333333,0.04666666666666667
관악구,94.05416666666667,0.0775
광진구,93.9225,0.145
구로구,93.70416666666667,0.09833333333333334
금천구,94.78750000000001,0.11499999999999999
노원구,89.855,0.04083333333333334
도봉구,92.4925,0.05166666666666667
동대문구,93.07833333333333,0.09083333333333334
동작구,92.78750000000001,0.13583333333333333
마포구,92.33416666666666,0.14833333333333334
서대문구,94.98333333333333,0.09916666666666667
서초구,92.885,0.11666666666666665
성동구,93.45583333333333,0.09666666666666668
성북구,93.94833333333334,0.09749999999999999
송파구,92.4325,0.19333333333333333
양천구,92.84583333333335,0.11166666666666668
영등포구,92.86333333333333,0.1625
용산구,93.97083333333335,0.13916666666666666
은평구,94.78916666666667,0.0675
종로구,95.59166666666665,0.09749999999999999
중구,94.82333333333334,0.1075
중랑구,94.06083333333333,0.07833333333333334
