월,구,수급등급
01,종로구,104.5
02,종로구,104.5
03,종로구,104.2
04,종로구,95.9
05,종로구,91.5
06,종로구,97.4
07,종로구,116.2
08,종로구,117.6
09,종로구,114.4
10,종로구,109.8
11,종로구,110.7
12,종로구,114.2
01,중구,104.5
02,중구,104.5
03,중구,104.2
04,중구,95.9
05,중구,91.5
06,중구,97.4
07,중구,116.2
08,중구,117.6
09,중구,114.4
10,중구,109.8
11,중구,110.7
12,중구,114.2
01,용산구,104.5
02,용산구,104.5
03,용산구,104.2
04,용산구,95.9
05,용산구,91.5
06,용산구,97.4
07,용산구,116.2
08,용산구,117.6
09,용산구,114.4
10,용산구,109.8
11,용산구,110.7
12,용산구,114.2
01,성동구,109.6
02,성동구,110.8
03,성동구,108.0
04,성동구,103.0
05,성동구,98.7
06,성동구,108.3
07,성동구,121.1
08,성동구,122.1
09,성동구,117.9
10,성동구,113.1
11,성동구,113.4
12,성동구,118.6
01,광진구,109.6
02,광진구,110.8
03,광진구,108.0
04,광진구,103.0
05,광진구,98.7
06,광진구,108.3
07,광진구,121.1
08,광진구,122.1
09,광진구,117.9
10,광진구,113.1
11,광진구,113.4
12,광진구,118.6
01,동대문구,109.6
02,동대문구,110.8
03,동대문구,108.0
04,동대문구,103.0
05,동대문구,98.7
06,동대문구,108.3
07,동대문구,121.1
08,동대문구,122.1
09,동대문구,117.9
10,동대문구,113.1
11,동대문구,113.4
12,동대문구,118.6
01,중랑구,109.6
02,중랑구,110.8
03,중랑구,108.0
04,중랑구,103.0
05,중랑구,98.7
06,중랑구,108.3
07,중랑구,121.1
08,중랑구,122.1
09,중랑구,117.9
10,중랑구,113.1
11,중랑구,113.4
12,중랑구,118.6
01,성북구,109.6
02,성북구,110.8
03,성북구,108.0
04,성북구,103.0
05,성북구,98.7
06,성북구,108.3
07,성북구,121.1
08,성북구,122.1
09,성북구,117.9
10,성북구,113.1
11,성북구,113.4
12,성북구,118.6
01,강북구,109.6
02,강북구,110.8
03,강북구,108.0
04,강북구,103.0
05,강북구,98.7
06,강북구,108.3
07,강북구,121.1
08,강북구,122.1
09,강북구,117.9
10,강북구,113.1
11,강북구,113.4
12,강북구,118.6
01,도봉구,109.6
02,도봉구,110.8
03,도봉구,108.0
04,도봉구,103.0
05,도봉구,98.7
06,도봉구,108.3
07,도봉구,121.1
08,도봉구,122.1
09,도봉구,117.9
10,도봉구,113.1
11,도봉구,113.4
12,도봉구,118.6
01,노원구,109.6
02,노원구,110.8
03,노원구,108.0
04,노원구,103.0
05,노원구,98.7
06,노원구,108.3
07,노원구,121.1
08,노원구,122.1
09,노원구,117.9
10,노원구,113.1
11,노원구,113.4
12,노원구,118.6
01,은평구,104.2
02,은평구,104.5
03,은평구,105.2
04,은평구,99.7
05,은평구,97.3
06,은평구,102.5
07,은평구,109.7
08,은평구,109.5
09,은평구,108.9
10,은평구,106.2
11,은평구,106.9
12,은평구,108.9
01,서대문구,104.2
02,서대문구,104.5
03,서대문구,105.2
04,서대문구,99.7
05,서대문구,97.3
06,서대문구,102.5
07,서대문구,109.7
08,서대문구,109.5
09,서대문구,108.9
10,서대문구,106.2
11,서대문구,106.9
12,서대문구,108.9
01,마포구,104.2
02,마포구,104.5
03,마포구,105.2
04,마포구,99.7
05,마포구,97.3
06,마포구,102.5
07,마포구,109.7
08,마포구,109.5
09,마포구,108.9
10,마포구,106.2
11,마포구,106.9
12,마포구,108.9
01,양천구,118.5
02,양천구,111.9
03,양천구,112.0
04,양천구,110.0
05,양천구,104.2
06,양천구,110.1
07,양천구,118.3
08,양천구,117.5
09,양천구,114.1
10,양천구,108.2
11,양천구,109.8
12,양천구,111.1
01,강서구,118.5
02,강서구,111.9
03,강서구,112.0
04,강서구,110.0
05,강서구,104.2
06,강서구,110.1
07,강서구,118.3
08,강서구,117.5
09,강서구,114.1
10,강서구,108.2
11,강서구,109.8
12,강서구,111.1
01,구로구,118.5
02,구로구,111.9
03,구로구,112.0
04,구로구,110.0
05,구로구,104.2
06,구로구,110.1
07,구로구,118.3
08,구로구,117.5
09,구로구,114.1
10,구로구,108.2
11,구로구,109.8
12,구로구,111.1
01,금천구,118.5
02,금천구,111.9
03,금천구,112.0
04,금천구,110.0
05,금천구,104.2
06,금천구,110.1
07,금천구,118.3
08,금천구,117.5
09,금천구,114.1
10,금천구,108.2
11,금천구,109.8
12,금천구,111.1
01,영등포구,118.5
02,영등포구,111.9
03,영등포구,112.0
04,영등포구,110.0
05,영등포구,104.2
06,영등포구,110.1
07,영등포구,118.3
08,영등포구,117.5
09,영등포구,114.1
10,영등포구,108.2
11,영등포구,109.8
12,영등포구,111.1
01,동작구,118.5
02,동작구,111.9
03,동작구,112.0
04,동작구,110.0
05,동작구,104.2
06,동작구,110.1
07,동작구,118.3
08,동작구,117.5
09,동작구,114.1
10,동작구,108.2
11,동작구,109.8
12,동작구,111.1
01,관악구,118.5
02,관악구,111.9
03,관악구,112.0
04,관악구,110.0
05,관악구,104.2
06,관악구,110.1
07,관악구,118.3
08,관악구,117.5
09,관악구,114.1
10,관악구,108.2
11,관악구,109.8
12,관악구,111.1
01,서초구,114.8
02,서초구,104.9
03,서초구,106.4
04,서초구,101.4
05,서초구,99.3
06,서초구,103.6
07,서초구,114.8
08,서초구,115.6
09,서초구,111.9
10,서초구,102.0
11,서초구,107.1
12,서초구,111.8
01,강남구,114.8
02,강남구,104.9
03,강남구,106.4
04,강남구,101.4
05,강남구,99.3
06,강남구,103.6
07,강남구,114.8
08,강남구,115.6
09,강남구,111.9
10,강남구,102.0
11,강남구,107.1
12,강남구,111.8
01,송파구,114.8
02,송파구,104.9
03,송파구,106.4
04,송파구,101.4
05,송파구,99.3
06,송파구,103.6
07,송파구,114.8
08,송파구,115.6
09,송파구,111.9
10,송파구,102.0
11,송파구,107.1
12,송파구,111.8
01,강동구,114.8
02,강동구,104.9
03,강동구,106.4
04,강동구,101.4
05,강동구,99.3
06,강동구,103.6
07,강동구,114.8
08,강동구,115.6
09,강동구,111.9
10,강동구,102.0
11,강동구,107.1
12,강동구,111.8
