년도,구,합계_공원수 (개소)
2018,종로구,108
2018,중구,70
2018,용산구,103
2018,성동구,85
2018,광진구,59
2018,동대문구,95
2018,중랑구,102
2018,성북구,127
2018,강북구,84
2018,도봉구,79
2018,노원구,181
2018,은평구,133
2018,서대문구,118
2018,마포구,142
2018,양천구,120
2018,강서구,167
2018,구로구,101
2018,금천구,55
2018,영등포구,125
2018,동작구,82
2018,관악구,110
2018,서초구,165
2018,강남구,155
2018,송파구,168
2018,강동구,124
2018,서울대공원,1
