년도,구,합계_공원수 (개소)
2020,종로구,105
2020,중구,75
2020,용산구,108
2020,성동구,87
2020,광진구,63
2020,동대문구,96
2020,중랑구,102
2020,성북구,135
2020,강북구,84
2020,도봉구,80
2020,노원구,188
2020,은평구,139
2020,서대문구,123
2020,마포구,143
2020,양천구,123
2020,강서구,175
2020,구로구,108
2020,금천구,55
2020,영등포구,109
2020,동작구,86
2020,관악구,113
2020,서초구,181
2020,강남구,162
2020,송파구,173
2020,강동구,125
2020,서울대공원,1
