년도,구,합계_공원수 (개소)
2016,종로구,108
2016,중구,70
2016,용산구,101
2016,성동구,82
2016,광진구,55
2016,동대문구,97
2016,중랑구,104
2016,성북구,130
2016,강북구,83
2016,도봉구,79
2016,노원구,181
2016,은평구,136
2016,서대문구,119
2016,마포구,143
2016,양천구,120
2016,강서구,167
2016,구로구,92
2016,금천구,54
2016,영등포구,128
2016,동작구,83
2016,관악구,110
2016,서초구,147
2016,강남구,158
2016,송파구,162
2016,강동구,124
2016,서울대공원,1
