년도,구,합계_공원수 (개소)
2017,종로구,110
2017,중구,70
2017,용산구,102
2017,성동구,84
2017,광진구,55
2017,동대문구,96
2017,중랑구,102
2017,성북구,127
2017,강북구,83
2017,도봉구,79
2017,노원구,181
2017,은평구,133
2017,서대문구,119
2017,마포구,142
2017,양천구,120
2017,강서구,167
2017,구로구,98
2017,금천구,55
2017,영등포구,126
2017,동작구,83
2017,관악구,110
2017,서초구,151
2017,강남구,155
2017,송파구,164
2017,강동구,124
2017,서울대공원,1
