년도,구,합계_공원수 (개소)
2021,종로구,104
2021,중구,76
2021,용산구,108
2021,성동구,88
2021,광진구,68
2021,동대문구,92
2021,중랑구,109
2021,성북구,122
2021,강북구,84
2021,도봉구,80
2021,노원구,190
2021,은평구,136
2021,서대문구,124
2021,마포구,144
2021,양천구,123
2021,강서구,173
2021,구로구,108
2021,금천구,55
2021,영등포구,108
2021,동작구,86
2021,관악구,134
2021,서초구,179
2021,강남구,164
2021,송파구,174
2021,강동구,129
2021,서울대공원,1
